host_response_rate,host_acceptance_rate,latitude,longitude,bedrooms,beds,minimum_nights,accommodates,price,review_scores_rating,number_of_reviews
90,98,49.27936,-123.10773,2,2,2,6,229,93,57
NA,89,49.25091,-123.08788,3,4,5,5,200,100,1
100,99,49.27899,-123.10904,1,1,1,4,296,93,95
100,100,49.25462,-123.09677,3,4,3,6,599,100,2
100,96,49.27892,-123.12689,2,2,3,6,216,100,53
NA,NA,49.26705,-123.15305,2,3,3,6,197,100,10
NA,100,49.26285,-123.13288,1,2,1,3,185,88,18
NA,100,49.21857,-123.12715,6,7,2,14,789,96,36
NA,NA,49.2573,-123.17763,4,4,7,8,268,92,5
100,93,49.26016,-123.17062,3,3,3,4,190,97,21
100,100,49.28086,-123.10893,1,1,30,2,211,99,30
94,100,49.26703,-123.09386,4,4,29,8,225,95,22
NA,83,49.26613,-123.17551,1,2,30,4,249,94,22
100,100,49.27887,-123.07885,2,3,2,6,211,100,13
100,91,49.21962,-123.14261,2,2,30,4,250,100,5
NA,NA,49.25537,-123.11721,2,2,2,4,200,100,1
90,8,49.25474,-123.11514,5,5,1,6,595,100,2
100,78,49.26212,-123.18366,2,2,2,4,250,100,13
NA,100,49.28812,-123.12591,1,1,30,2,185,100,2
100,100,49.27805,-123.0853,1,2,2,4,199,99,21
NA,NA,49.26721,-123.09803,2,2,4,2,199,100,4
100,85,49.2796,-123.12757,2,2,7,6,499,94,45
NA,NA,49.26218,-123.09699,3,4,2,7,499,100,1
100,100,49.27109,-123.10345,2,2,14,4,295,100,26
NA,100,49.28171,-123.10433,3,3,3,4,300,100,4
NA,NA,49.27968,-123.10015,2,2,3,4,195,99,18
100,92,49.2809,-123.04899,4,5,2,5,348,95,20
100,33,49.27812,-123.11891,2,2,2,5,230,100,6
90,69,49.23534,-123.10049,3,3,14,6,206,100,25
10,85,49.28833,-123.13043,1,2,2,3,315,96,24
10,85,49.28799,-123.1299,3,3,2,6,482,90,23
NA,100,49.28404,-123.10234,1,1,1,3,250,97,36
NA,100,49.27319,-123.06933,3,3,2,5,245,100,1
NA,NA,49.25139,-123.07425,4,4,2,8,250,100,18
NA,NA,49.27234,-123.16501,2,2,3,4,260,98,25
NA,71,49.27731,-123.07633,3,4,2,6,225,100,5
100,100,49.28025,-123.10773,3,4,1,7,270,99,69
100,96,49.28224,-123.08339,2,2,1,4,225,96,86
70,89,49.27842,-123.10891,3,5,2,8,400,96,50
100,94,49.28159,-123.10414,1,1,1,2,193,99,121
100,95,49.27796,-123.10749,3,3,3,6,249,98,18
NA,NA,49.21683,-123.1394,2,2,1,5,220,100,4
100,95,49.20944,-123.14688,6,6,3,16,385,99,23
100,NA,49.27613,-123.11464,1,2,7,4,202,94,28
100,89,49.28151,-123.10367,1,1,30,2,210,99,39
0,0,49.284,-123.10419,2,2,1,5,200,96,24
100,100,49.27941,-123.13826,2,2,30,4,300,100,1
100,59,49.25405,-123.0854,3,3,10,6,283,100,11
100,48,49.2783,-123.10743,3,4,3,8,498,91,7
100,100,49.25363,-123.18667,2,2,1,4,199,100,2
90,100,49.2812,-123.10691,3,3,3,6,264,97,48
100,0,49.28056,-123.1093,3,3,2,6,279,100,17
100,NA,49.26719,-123.18379,2,4,30,4,308,73,3
NA,NA,49.26955,-123.17629,1,1,5,4,200,100,6
100,88,49.25035,-123.02402,3,3,2,6,220,94,7
100,91,49.2307,-123.05101,4,4,2,8,207,97,39
NA,96,49.2864,-123.12716,2,2,1,4,230,97,63
100,75,49.27273,-123.15974,2,2,2,3,299,100,1
100,92,49.29205,-123.13455,2,2,2,3,209,98,9
100,100,49.26459,-123.16326,2,2,2,4,229,100,12
50,NA,49.26346,-123.15829,1,1,45,2,210,100,4
100,96,49.285,-123.13827,1,1,30,3,229,96,23
100,100,49.26714,-123.18224,2,3,7,4,300,100,2
0,77,49.2369,-123.17758,4,4,3,8,400,79,19
98,99,49.28674,-123.12776,2,3,28,6,565,89,9
57,83,49.27691,-123.12281,2,1,2,3,200,97,12
100,98,49.28038,-123.10965,3,3,2,5,183,95,17
100,96,49.28399,-123.10693,1,1,7,2,221,98,20
100,80,49.26705,-123.16542,2,2,21,6,300,100,1
100,75,49.2461,-123.0699,5,6,2,12,357,100,3
100,100,49.28625,-123.1236,2,2,2,6,390,93,3
17,89,49.27037,-123.10233,1,1,1,3,389,100,12
17,89,49.27445,-123.12033,2,2,5,5,274,98,9
100,89,49.28009,-123.10731,3,4,2,8,716,100,34
100,95,49.27891,-123.10844,3,5,4,6,199,98,25
NA,NA,49.2591,-123.10176,1,1,1,4,200,100,1
89,97,49.28763,-123.12287,2,3,2,6,223,95,22
100,100,49.27885,-123.10729,2,3,2,6,278,99,44
NA,NA,49.22807,-123.08817,3,4,3,6,282,100,2
100,100,49.27999,-123.10845,2,4,3,8,338,98,11
100,91,49.22891,-123.09157,4,4,7,6,550,100,2
98,98,49.23486,-123.10138,4,6,1,12,356,96,36
10,50,49.27596,-123.11545,1,1,1,4,313,20,1
100,100,49.2609,-123.09231,3,3,3,7,321,87,3
NA,NA,49.26971,-123.10252,1,3,2,4,299,100,2
NA,NA,49.27996,-123.12328,1,1,3,4,199,100,4
100,65,49.26523,-123.10084,2,2,2,5,199,96,5
100,84,49.22267,-123.08954,3,3,30,8,250,100,2
NA,NA,49.26965,-123.0346,2,2,3,4,248,60,2
100,94,49.24876,-123.04477,4,4,4,8,310,100,15
80,100,49.26559,-123.06758,2,2,30,6,195,100,2
100,92,49.21144,-123.06261,5,5,2,10,240,87,44
NA,NA,49.28107,-123.11649,1,2,1,5,199,100,3
100,81,49.28595,-123.12252,1,2,28,3,199,100,8
100,96,49.2801,-123.12652,2,2,3,6,217,100,7
100,100,49.28745,-123.12368,1,1,3,2,240,100,4
100,96,49.2801,-123.12652,2,2,14,6,191,100,6
93,98,49.27793,-123.12065,1,2,2,3,217,99,31
17,89,49.27854,-123.10631,1,1,5,4,188,97,6
100,100,49.26304,-123.18488,2,3,1,4,215,100,2
NA,100,49.26834,-123.15489,2,2,30,5,190,100,2
100,100,49.23063,-123.1148,7,11,2,14,500,100,1
100,100,49.23822,-123.1574,2,2,30,4,366,100,2
100,100,49.27097,-123.1604,1,1,2,2,203,99,15
100,100,49.26511,-123.15657,3,3,3,5,395,100,3
93,95,49.27385,-123.11496,4,4,2,8,210,60,3
100,59,49.26705,-123.16161,2,2,2,4,320,90,6
100,91,49.27581,-123.12913,2,3,34,5,200,100,8
NA,100,49.26677,-123.16245,4,4,3,6,350,100,2
100,92,49.28725,-123.12274,2,3,2,6,210,87,11
100,100,49.27789,-123.10709,4,4,30,5,290,95,35
70,87,49.28076,-123.10981,3,3,31,8,314,100,6
100,92,49.29232,-123.13462,2,2,2,3,229,100,2
93,95,49.27036,-123.10119,3,3,30,6,202,87,3
100,100,49.27825,-123.12111,2,2,2,4,290,98,20
100,100,49.28137,-123.10354,1,1,7,2,250,100,3
50,44,49.28874,-123.02392999999999,3,3,2,8,221,100,3
100,100,49.28875,-123.12286,1,2,2,4,200,98,11
57,83,49.27809,-123.10653,1,1,2,4,200,100,1
100,100,49.27519,-123.11506,1,2,30,2,200,80,1
93,95,49.23637,-123.12739,3,3,90,6,261,80,3
100,94,49.28796,-123.12291,1,1,31,3,199,100,1
100,100,49.27899,-123.10936,3,4,1,6,200,92,59
NA,NA,49.25496,-123.13919,6,6,2,11,479,97,7
100,100,49.27908,-123.12303,3,5,1,10,199,100,1
100,100,49.23026,-123.17554,4,5,2,8,515,97,6
100,100,49.28062,-123.10884,2,3,2,6,214,100,11
100,100,49.28039,-123.10724,3,3,3,7,236,89,7
90,83,49.28042,-123.12755,2,2,2,4,250,90,2
100,100,49.27987,-123.12047,1,3,4,6,184,100,3
96,90,49.28064,-123.13136,1,1,2,6,233,100,1
100,91,49.27438,-123.10918,1,2,1,4,309,99,52
100,92,49.28077,-123.10038,3,3,2,6,209,100,8
80,60,49.28399,-123.1299,2,2,2,4,199,100,3
NA,50,49.26682,-123.1478,3,3,2,5,450,100,1
100,67,49.27776,-123.10656,2,3,2,5,204,100,4
75,100,49.26968,-123.18304,2,2,30,4,225,100,5
100,100,49.27851,-123.10548,1,1,30,4,199,90,2
100,100,49.28406,-123.12215,1,2,1,3,200,100,1
93,95,49.27985,-123.10702,2,2,2,4,200,80,1
93,95,49.2787,-123.11385,2,2,2,4,200,80,1
93,95,49.27543,-123.11457,2,2,2,4,200,60,2
93,78,49.28077,-123.10715,2,2,1,5,244,100,2
100,100,49.28822,-123.12637,2,2,30,4,210,100,1
100,100,49.27901,-123.12924,2,2,1,4,189,100,3
100,100,49.27677,-123.10926,3,4,2,8,188,93,6
92,78,49.27846,-123.10954,3,3,2,7,298,100,2
100,96,49.27877,-123.0995,2,3,2,6,200,100,3
100,94,49.2757,-123.11571000000001,2,3,2,6,232,20,1
